degree,riskstat,1hop_degree,2hop_degree,1hop_riskstat,2hop_riskstat
-0.3988592,-0.37259445,-0.44820756,0.54006755,-0.5098493,0.8206336
-0.4785183,-0.37259445,-0.47989392,0.57234514,-0.5175453,0.8195587
-0.49646968,-0.548597,-0.46729702,0.56307214,-0.49200866,0.8089832
-0.4897379,-0.41659507,-0.60349774,0.67629874,-0.64694566,0.7495524
0.5850992,0.55141884,0.31315124,-0.24020389,0.2125859,0.06037725
-0.6928125,-0.76860017,-0.70875627,0.7297388,-0.7821339,0.53561544
0.036461048,-0.37259445,0.087350585,-0.007816149,0.11295172,0.16543867
-0.6423243,-0.5925976,-0.66254944,0.7056271,-0.7239371,0.56865954
-0.38539568,-0.37259445,-0.4641218,0.5570393,-0.5152556,0.8202175
-0.5581774,-0.46059573,-0.5397101,0.62559974,-0.5273719,0.8083937
-0.07236901,-0.41659507,0.103309855,-0.025596937,0.06823878,0.20434259
-0.37642002,0.023411253,-0.69710976,0.7680793,-0.72027993,0.96626323
-0.46729872,-0.5925976,-0.49035156,0.5823472,-0.5459758,0.8435876
-0.7814473,-0.72459954,-0.80355144,0.79217654,-0.86615354,0.5590549
-0.6187632,-0.32859382,-0.72572553,0.6214516,-0.7905931,0.025703516
-0.28778523,-0.02058938,-0.37772754,0.46381825,-0.3571066,0.63717484
-0.32256597,-0.10859065,-0.35260352,0.44076717,-0.33080673,0.6187284
-0.48637202,-0.2845932,-0.52765626,0.6216232,-0.5728481,0.87541807
-0.38876155,-0.6365982,-0.48220634,0.5759816,-0.5551028,0.8719854
-0.50432336,-0.50459635,-0.53368,0.6292434,-0.59132475,0.8975052
-0.4459815,-0.24059255,-0.42282346,0.50769895,-0.4575994,0.7478187
0.13631544,0.5074182,0.58430606,-0.5279589,0.7763951,-0.5694018
-0.65354395,-0.5925976,-0.64009,0.67395085,-0.66415024,0.518868
-0.48861596,-0.41659507,-0.5511454,0.5717896,-0.59561795,0.22299707
-0.67710507,-0.6365982,-0.73018295,0.79118145,-0.7864589,0.8122772
-0.62998277,-0.76860017,-0.61753666,0.6414165,-0.6814185,0.37500674
-0.570519,-0.24059255,-0.6272336,0.71633863,-0.6717826,0.9605768
-0.45383522,-0.41659507,-0.5437018,0.6233894,-0.57412016,0.74157745
-0.4706646,-0.41659507,-0.46439332,0.53332525,-0.51757705,0.59719604
-0.12173522,-0.32859382,0.06571078,0.01083265,0.10353847,0.15687425
0.9250529,0.5954195,1.4309692,-1.3939558,1.5597937,-1.4025422
-0.3607126,-0.02058938,-0.53837657,0.6354354,-0.5350361,0.860439
-0.20924807,0.37541634,-0.41440797,0.50828266,-0.40239197,0.7187968
-0.707398,-0.37259445,-0.79648346,0.62281424,-0.8531785,-0.051618908
-0.7264713,-0.6805989,-0.759456,0.8170888,-0.8199141,1.0040923
0.11499821,0.15541317,0.26870367,-0.19454588,0.42673734,-0.17488404
-0.44934738,-0.46059573,-0.45284384,0.5466258,-0.50800484,0.8168888
0.9878826,0.63942015,0.9529592,-0.8998618,0.9165126,-0.69814533
-0.34276122,2.70745,-0.70886284,0.39109862,0.15368947,-0.5918357
-0.4459815,-0.6365982,-0.50881106,0.6034094,-0.5745972,0.8888368
-0.4269082,-0.37259445,-0.6111805,0.7062946,-0.634225,0.94698465
-0.27993152,-0.064590015,-0.2753702,0.36625057,-0.29830557,0.6104761
-0.5177869,-0.6805989,-0.537194,0.6311045,-0.5799716,0.89043176
0.25748703,0.111412525,0.46306795,-0.39556012,0.6258467,-0.3895838
-0.5750068,-0.6805989,-0.5663954,0.6554527,-0.6487265,0.9265965
-0.4785183,-0.46059573,-0.52283853,0.6137358,-0.5414918,0.84240866
-0.5626653,-0.6805989,-0.550287,0.6412121,-0.6125682,0.9047174
-0.7433007,-0.8126008,-0.74376,0.8009228,-0.80264586,0.9694186
-0.7578862,-0.6805989,-0.7829191,0.71026975,-0.8414437,0.069877855
-0.3102244,-0.32859382,-0.26475203,0.35242727,-0.18499674,0.47615
-0.6647635,-0.50459635,-0.77828026,0.6948421,-0.8397583,0.15732501
-0.39661527,0.24341443,-0.5902347,0.68336797,-0.6125046,0.92718595
0.07236375,-0.19659191,-0.12079882,0.20716749,-0.21981941,0.5267737
-0.6748612,-0.76860017,-0.6795733,0.74731517,-0.7425728,0.93536896
-0.5166649,-0.6805989,-0.5450132,0.6169072,-0.6070029,0.709955
-0.7590081,-0.76860017,-0.82484674,0.6693396,-0.8836126,0.72590494
-0.6658855,-0.50459635,-0.757299,0.6639311,-0.8174972,0.06238833
-0.5806166,-0.6805989,-0.5925573,0.6823742,-0.6633234,0.94396806
-0.72871524,-0.6805989,-0.7346765,0.6717065,-0.7968262,0.025807537
-0.77471554,-0.8126008,-0.80659026,0.7505507,-0.8700015,0.38568625
-0.72310543,-0.8126008,-0.79470456,0.76939994,-0.8655493,0.5517041
-0.74778855,-0.76860017,-0.7932676,0.8340514,-0.8517792,0.97590256
-0.5750068,-0.72459954,-0.56205094,0.65457946,-0.6273877,0.92177683
-0.5357382,-0.37259445,-0.56919503,0.635763,-0.5841376,0.6346783
-0.6557879,-0.6365982,-0.63777184,0.6705882,-0.6907681,0.45340404
-0.6569098,-0.19659191,-0.76692235,0.6859687,-0.80887896,0.17858002
-0.4897379,-0.50459635,-0.4153799,0.5085663,-0.45406944,0.7626244
-0.76125205,-0.72459954,-0.7919772,0.8025848,-0.84952134,0.91796273
-0.24515076,-0.37259445,-0.18845381,0.2325409,-0.24106282,0.14810179
-0.67598313,-0.76860017,-0.7739878,0.8161546,-0.8299952,0.95190835
-0.5402261,-0.41659507,-0.5605119,0.6519853,-0.6002928,0.90014046
-0.46954265,-0.6365982,-0.55267435,0.61503226,-0.60042,0.6192485
-0.3685663,0.06741189,-0.45500782,0.5476694,-0.46341908,0.76931643
-0.5357382,-0.72459954,-0.5248319,0.61515605,-0.59952956,0.88682574
-0.8195939,-0.72459954,-0.84815824,-3.6501656,-0.9147462,-5.096786
-0.5200308,-0.24059255,-0.5834662,0.6776175,-0.6232853,0.9280875
-0.7926669,-0.76860017,-0.80752474,0.68871754,-0.8686659,0.21533416
-0.101539955,-0.37259445,0.19612628,-0.12232804,0.25313282,0.0024374411
